"dataset","WordA","WordB","Rating","zRating"
"MEN","dawn","sunrise",43,1.46102613130737
"MEN","engine","gasoline",43,1.46102613130737
"MEN","oak","tree",43,1.46102613130737
"MEN","guitar","piano",43,1.46102613130737
"MEN","chocolate","dessert",43,1.46102613130737
"MEN","cat","paws",43,1.46102613130737
"MEN","birds","goose",43,1.46102613130737
"MEN","blue","sky",43,1.46102613130737
"MEN","pool","swim",43,1.46102613130737
"MEN","bracelet","necklace",42,1.37979633842903
"MEN","fruit","salad",42,1.37979633842903
"MEN","eggs","nest",42,1.37979633842903
"MEN","boat","sailing",42,1.37979633842903
"MEN","birds","crow",42,1.37979633842903
"MEN","birds","flamingo",42,1.37979633842903
"MEN","day","sunshine",42,1.37979633842903
"MEN","hockey","sports",42,1.37979633842903
"MEN","burger","eat",42,1.37979633842903
"MEN","fruit","raspberry",42,1.37979633842903
"MEN","lunch","sandwich",42,1.37979633842903
"MEN","feet","toes",42,1.37979633842903
"MEN","baby","mother",42,1.37979633842903
"MEN","amphibians","frog",42,1.37979633842903
"MEN","burn","fire",42,1.37979633842903
"MEN","hockey","ice",42,1.37979633842903
"MEN","cold","frozen",42,1.37979633842903
"MEN","oak","wood",42,1.37979633842903
"MEN","photographer","photography",42,1.37979633842903
"MEN","man","women",42,1.37979633842903
"MEN","hair","redhead",42,1.37979633842903
"MEN","harbor","port",42,1.37979633842903
"MEN","pug","puppy",42,1.37979633842903
"MEN","sunrise","sunset",42,1.37979633842903
"MEN","leather","shoes",42,1.37979633842903
"MEN","beach","shore",42,1.37979633842903
"MEN","color","red",42,1.37979633842903
"MEN","painted","painting",42,1.37979633842903
"MEN","storm","wind",42,1.37979633842903
"MEN","color","violet",42,1.37979633842903
"MEN","rain","wet",42,1.37979633842903
"MEN","diner","eat",42,1.37979633842903
"MEN","bed","bedroom",42,1.37979633842903
"MEN","guitar","musicians",42,1.37979633842903
"MEN","petals","rose",42,1.37979633842903
"MEN","rail","subway",42,1.37979633842903
"MEN","holiday","vacation",42,1.37979633842903
"MEN","bed","sleep",42,1.37979633842903
"MEN","cigarette","smoking",42,1.37979633842903
"MEN","airplane","plane",42,1.37979633842903
"MEN","daffodils","plant",42,1.37979633842903
"MEN","diner","kitchen",42,1.37979633842903
"MEN","coins","silver",42,1.37979633842903
"MEN","cake","chocolate",42,1.37979633842903
"MEN","evening","night",42,1.37979633842903
"MEN","race","racing",42,1.37979633842903
"MEN","flight","flying",42,1.37979633842903
"MEN","face","lips",42,1.37979633842903
"MEN","berry","raspberry",42,1.37979633842903
"MEN","lamp","light",42,1.37979633842903
"MEN","birds","nest",42,1.37979633842903
"MEN","mother","pregnant",42,1.37979633842903
"MEN","animals","pets",42,1.37979633842903
"MEN","butterfly","insects",42,1.37979633842903
"MEN","sky","sunrise",42,1.37979633842903
"MEN","canine","husky",42,1.37979633842903
"MEN","food","meat",42,1.37979633842903
"MEN","cloud","sky",42,1.37979633842903
"MEN","crow","feathers",42,1.37979633842903
"MEN","blossom","flowers",42,1.37979633842903
"MEN","splash","swim",42,1.37979633842903
"MEN","band","musicians",42,1.37979633842903
"MEN","cactus","plant",42,1.37979633842903
"MEN","eagle","hawk",42,1.37979633842903
"MEN","harbor","sea",42,1.37979633842903
"MEN","flowers","foliage",42,1.37979633842903
"MEN","red","violet",42,1.37979633842903
"MEN","music","sing",42,1.37979633842903
"MEN","breakfast","morning",42,1.37979633842903
"MEN","cafe","restaurant",42,1.37979633842903
"MEN","beach","coast",42,1.37979633842903
"MEN","puddle","splash",42,1.37979633842903
"MEN","birds","pelican",42,1.37979633842903
"MEN","clothes","socks",42,1.37979633842903
"MEN","amphibians","lizard",41,1.2985665455507
"MEN","daughter","son",41,1.2985665455507
"MEN","car","motor",41,1.2985665455507
"MEN","amphibians","reptiles",41,1.2985665455507
"MEN","day","morning",41,1.2985665455507
"MEN","aircraft","flying",41,1.2985665455507
"MEN","airplane","airport",41,1.2985665455507
"MEN","metro","train",41,1.2985665455507
"MEN","band","music",41,1.2985665455507
"MEN","shadow","sunlight",41,1.2985665455507
"MEN","night","sleep",41,1.2985665455507
"MEN","salad","soup",41,1.2985665455507
"MEN","porch","roof",41,1.2985665455507
"MEN","eyes","tears",41,1.2985665455507
"MEN","color","rainbow",41,1.2985665455507
"MEN","berry","fruit",41,1.2985665455507
"MEN","red","yellow",41,1.2985665455507
"MEN","socks","stockings",41,1.2985665455507
"MEN","flamingo","hummingbird",41,1.2985665455507
"MEN","tree","twigs",41,1.2985665455507
"MEN","kiss","lips",41,1.2985665455507
"MEN","burger","sandwich",41,1.2985665455507
"MEN","pregnant","women",41,1.2985665455507
"MEN","rain","weather",41,1.2985665455507
"MEN","dinner","eat",41,1.2985665455507
"MEN","feathers","hawk",41,1.2985665455507
"MEN","animals","zoo",41,1.2985665455507
"MEN","duck","mallard",41,1.2985665455507
"MEN","mountain","valley",41,1.2985665455507
"MEN","beach","harbor",41,1.2985665455507
"MEN","musicians","rock",41,1.2985665455507
"MEN","band","guitar",41,1.2985665455507
"MEN","car","garage",41,1.2985665455507
"MEN","feet","leg",41,1.2985665455507
"MEN","sky","sunlight",41,1.2985665455507
"MEN","mist","rain",41,1.2985665455507
"MEN","mother","son",41,1.2985665455507
"MEN","airplane","wing",41,1.2985665455507
"MEN","color","red",41,1.2985665455507
"MEN","music","musicians",41,1.2985665455507
"MEN","bay","beach",41,1.2985665455507
"MEN","blonde","redhead",41,1.2985665455507
"MEN","petals","plant",41,1.2985665455507
"MEN","kitchen","room",41,1.2985665455507
"MEN","lingerie","sexy",41,1.2985665455507
"MEN","automobile","parking",41,1.2985665455507
"MEN","bar","restaurant",41,1.2985665455507
"MEN","bedroom","room",41,1.2985665455507
"MEN","bus","taxi",41,1.2985665455507
"MEN","fun","happy",41,1.2985665455507
"MEN","station","train",41,1.2985665455507
"MEN","pelican","stork",41,1.2985665455507
"MEN","black","gray",41,1.2985665455507
"MEN","orange","yellow",41,1.2985665455507
"MEN","foliage","petals",41,1.2985665455507
"MEN","park","parking",41,1.2985665455507
"MEN","lips","tongue",41,1.2985665455507
"MEN","fog","misty",41,1.2985665455507
"MEN","canine","poodle",41,1.2985665455507
"MEN","bath","washing",41,1.2985665455507
"MEN","foliage","tree",41,1.2985665455507
"MEN","panorama","view",41,1.2985665455507
"MEN","bloom","daisy",41,1.2985665455507
"MEN","escalator","stairs",41,1.2985665455507
"MEN","petals","tulip",41,1.2985665455507
"MEN","fishing","sea",41,1.2985665455507
"MEN","beef","cattle",41,1.2985665455507
"MEN","noodles","rice",41,1.2985665455507
"MEN","birds","parrot",41,1.2985665455507
"MEN","fruit","orange",41,1.2985665455507
"MEN","mural","painting",41,1.2985665455507
"MEN","airport","flight",41,1.2985665455507
"MEN","shopping","store",41,1.2985665455507
"MEN","summer","sunny",41,1.2985665455507
"MEN","road","sidewalk",41,1.2985665455507
"MEN","airplane","flying",41,1.2985665455507
"MEN","guitar","music",40,1.21733675267236
"MEN","cat","whiskers",40,1.21733675267236
"MEN","family","friends",40,1.21733675267236
"MEN","bloom","petals",40,1.21733675267236
"MEN","musicians","piano",40,1.21733675267236
"MEN","dirty","washing",40,1.21733675267236
"MEN","elephant","giraffe",40,1.21733675267236
"MEN","puppy","terrier",40,1.21733675267236
"MEN","breakfast","kitchen",40,1.21733675267236
"MEN","subway","underground",40,1.21733675267236
"MEN","sand","shore",40,1.21733675267236
"MEN","butterfly","dragonfly",40,1.21733675267236
"MEN","cheetah","lion",40,1.21733675267236
"MEN","color","yellow",40,1.21733675267236
"MEN","door","locked",40,1.21733675267236
"MEN","bright","sunlight",40,1.21733675267236
"MEN","van","vehicle",40,1.21733675267236
"MEN","orange","red",40,1.21733675267236
"MEN","beetles","insects",40,1.21733675267236
"MEN","kids","mom",40,1.21733675267236
"MEN","daughter","mother",40,1.21733675267236
"MEN","children","school",40,1.21733675267236
"MEN","giraffe","zebra",40,1.21733675267236
"MEN","harbor","harbor",40,1.21733675267236
"MEN","lamb","sheep",40,1.21733675267236
"MEN","heart","love",40,1.21733675267236
"MEN","lily","rose",40,1.21733675267236
"MEN","asphalt","road",40,1.21733675267236
"MEN","morning","sunny",40,1.21733675267236
"MEN","coast","shore",40,1.21733675267236
"MEN","sunny","sunset",40,1.21733675267236
"MEN","nest","twigs",40,1.21733675267236
"MEN","happy","smile",40,1.21733675267236
"MEN","figure","skating",40,1.21733675267236
"MEN","rail","train",40,1.21733675267236
"MEN","door","wall",40,1.21733675267236
"MEN","dawn","sun",40,1.21733675267236
"MEN","feathers","stork",40,1.21733675267236
"MEN","morning","sunshine",40,1.21733675267236
"MEN","building","construction",40,1.21733675267236
"MEN","cafe","coffee",40,1.21733675267236
"MEN","bloom","buds",40,1.21733675267236
"MEN","jacket","leather",40,1.21733675267236
"MEN","map","travel",40,1.21733675267236
"MEN","plant","seed",40,1.21733675267236
"MEN","city","metro",40,1.21733675267236
"MEN","pebbles","sand",40,1.21733675267236
"MEN","cafe","lunch",40,1.21733675267236
"MEN","coast","harbor",40,1.21733675267236
"MEN","dog","pug",40,1.21733675267236
"MEN","sky","sun",40,1.21733675267236
"MEN","mallard","swan",40,1.21733675267236
"MEN","cloud","rain",40,1.21733675267236
"MEN","sky","sunshine",40,1.21733675267236
"MEN","frost","weather",40,1.21733675267236
"MEN","cherry","raspberry",40,1.21733675267236
"MEN","downtown","street",40,1.21733675267236
"MEN","bloom","dandelion",40,1.21733675267236
"MEN","dragonfly","insects",40,1.21733675267236
"MEN","bottle","wine",40,1.21733675267236
"MEN","feel","happy",40,1.21733675267236
"MEN","railway","station",40,1.21733675267236
"MEN","beach","swimming",40,1.21733675267236
"MEN","cafe","diner",40,1.21733675267236
"MEN","cafe","pub",40,1.21733675267236
"MEN","building","tall",40,1.21733675267236
"MEN","burger","meat",40,1.21733675267236
"MEN","gold","silver",40,1.21733675267236
"MEN","summer","weather",40,1.21733675267236
"MEN","military","soldiers",40,1.21733675267236
"MEN","cemetery","grave",40,1.21733675267236
"MEN","pizza","restaurant",39,1.13610695979403
"MEN","bright","color",39,1.13610695979403
"MEN","canine","paws",39,1.13610695979403
"MEN","swim","underwater",39,1.13610695979403
"MEN","sea","swim",39,1.13610695979403
"MEN","pub","restaurant",39,1.13610695979403
"MEN","day","time",39,1.13610695979403
"MEN","canine","terrier",39,1.13610695979403
"MEN","bottle","glass",39,1.13610695979403
"MEN","bed","relaxed",39,1.13610695979403
"MEN","seed","sunflower",39,1.13610695979403
"MEN","birds","owl",39,1.13610695979403
"MEN","art","sculpture",39,1.13610695979403
"MEN","light","shade",39,1.13610695979403
"MEN","apartment","staircase",39,1.13610695979403
"MEN","outfit","socks",39,1.13610695979403
"MEN","carrots","potatoes",39,1.13610695979403
"MEN","lizard","snake",39,1.13610695979403
"MEN","city","sidewalk",39,1.13610695979403
"MEN","guitar","rock",39,1.13610695979403
"MEN","brick","building",39,1.13610695979403
"MEN","eat","soup",39,1.13610695979403
"MEN","dew","misty",39,1.13610695979403
"MEN","blue","color",39,1.13610695979403
"MEN","dawn","morning",39,1.13610695979403
"MEN","cooking","restaurant",39,1.13610695979403
"MEN","bay","sea",39,1.13610695979403
"MEN","cafe","shop",39,1.13610695979403
"MEN","floor","roof",39,1.13610695979403
"MEN","clothes","hat",39,1.13610695979403
"MEN","marble","stone",39,1.13610695979403
"MEN","duck","goose",39,1.13610695979403
"MEN","collection","museum",39,1.13610695979403
"MEN","happy","love",39,1.13610695979403
"MEN","bakery","shop",39,1.13610695979403
"MEN","mist","wet",39,1.13610695979403
"MEN","blossom","petals",39,1.13610695979403
"MEN","bright","light",39,1.13610695979403
"MEN","rice","sushi",39,1.13610695979403
"MEN","cooking","meat",39,1.13610695979403
"MEN","day","night",39,1.13610695979403
"MEN","kiss","love",39,1.13610695979403
"MEN","stream","waterfall",39,1.13610695979403
"MEN","interior","room",39,1.13610695979403
"MEN","surf","surfers",39,1.13610695979403
"MEN","poodle","terrier",39,1.13610695979403
"MEN","cold","frost",39,1.13610695979403
"MEN","city","town",39,1.13610695979403
"MEN","ocean","underwater",39,1.13610695979403
"MEN","harbor","sailing",39,1.13610695979403
"MEN","scenery","sunset",39,1.13610695979403
"MEN","green","violet",39,1.13610695979403
"MEN","harbor","ship",39,1.13610695979403
"MEN","summer","sunshine",39,1.13610695979403
"MEN","blue","gray",39,1.13610695979403
"MEN","art","graphic",39,1.13610695979403
"MEN","lake","shore",39,1.13610695979403
"MEN","rust","rusty",39,1.13610695979403
"MEN","architecture","design",39,1.13610695979403
"MEN","goose","swan",39,1.13610695979403
"MEN","architecture","construction",39,1.13610695979403
"MEN","hawk","nest",39,1.13610695979403
"MEN","carrots","salad",39,1.13610695979403
"MEN","fruit","tomato",39,1.13610695979403
"MEN","purple","violet",39,1.13610695979403
"MEN","misty","rain",39,1.13610695979403
"MEN","clothes","jean",39,1.13610695979403
"MEN","bloom","daffodils",39,1.13610695979403
"MEN","brick","construction",39,1.13610695979403
"MEN","diner","restaurant",39,1.13610695979403
"MEN","ceiling","roof",39,1.13610695979403
"MEN","painted","portrait",39,1.13610695979403
"MEN","ripples","wave",39,1.13610695979403
"MEN","beard","face",39,1.13610695979403
"MEN","apple","raspberry",39,1.13610695979403
"MEN","fashion","outfit",39,1.13610695979403
"MEN","downtown","skyscraper",39,1.13610695979403
"MEN","buds","daffodils",39,1.13610695979403
"MEN","harbor","shore",39,1.13610695979403
"MEN","blonde","hair",39,1.13610695979403
"MEN","kittens","paws",39,1.13610695979403
"MEN","bay","shore",39,1.13610695979403
"MEN","shop","store",39,1.13610695979403
"MEN","gravestone","memorial",38,1.05487716691569
"MEN","canine","pug",38,1.05487716691569
"MEN","crow","hawk",38,1.05487716691569
"MEN","dress","outfit",38,1.05487716691569
"MEN","city","urban",38,1.05487716691569
"MEN","bedroom","door",38,1.05487716691569
"MEN","bus","tram",38,1.05487716691569
"MEN","spring","summer",38,1.05487716691569
"MEN","scenery","waterfall",38,1.05487716691569
"MEN","road","traffic",38,1.05487716691569
"MEN","hill","valley",38,1.05487716691569
"MEN","ceiling","floor",38,1.05487716691569
"MEN","splash","water",38,1.05487716691569
"MEN","grass","weed",38,1.05487716691569
"MEN","sunny","weather",38,1.05487716691569
"MEN","parrot","wing",38,1.05487716691569
"MEN","daisy","violet",38,1.05487716691569
"MEN","copper","silver",38,1.05487716691569
"MEN","baseball","hockey",38,1.05487716691569
"MEN","pets","poodle",38,1.05487716691569
"MEN","blossom","foliage",38,1.05487716691569
"MEN","pink","purple",38,1.05487716691569
"MEN","gray","shade",38,1.05487716691569
"MEN","panorama","scenery",38,1.05487716691569
"MEN","downtown","metro",38,1.05487716691569
"MEN","beard","hair",38,1.05487716691569
"MEN","dandelion","petals",38,1.05487716691569
"MEN","blue","violet",38,1.05487716691569
"MEN","daisy","flowers",38,1.05487716691569
"MEN","noodles","soup",38,1.05487716691569
"MEN","pets","puppy",38,1.05487716691569
"MEN","buds","petals",38,1.05487716691569
"MEN","ancient","ruins",38,1.05487716691569
"MEN","eyes","iris",38,1.05487716691569
"MEN","puddle","water",38,1.05487716691569
"MEN","harbor","sea",38,1.05487716691569
"MEN","painting","sculpture",38,1.05487716691569
"MEN","sand","sea",38,1.05487716691569
"MEN","feline","kittens",38,1.05487716691569
"MEN","birds","swan",38,1.05487716691569
"MEN","baseball","game",38,1.05487716691569
"MEN","color","purple",38,1.05487716691569
"MEN","pool","splash",38,1.05487716691569
"MEN","cattle","sheep",38,1.05487716691569
"MEN","landscape","scenery",38,1.05487716691569
"MEN","coins","gold",38,1.05487716691569
"MEN","boat","shore",38,1.05487716691569
"MEN","skyscraper","tall",38,1.05487716691569
"MEN","apple","cherry",38,1.05487716691569
"MEN","beef","chicken",38,1.05487716691569
"MEN","hot","sunny",38,1.05487716691569
"MEN","dessert","fruit",38,1.05487716691569
"MEN","photographer","portrait",38,1.05487716691569
"MEN","chicken","meat",38,1.05487716691569
"MEN","ceiling","interior",38,1.05487716691569
"MEN","bathroom","bedroom",38,1.05487716691569
"MEN","hummingbird","stork",38,1.05487716691569
"MEN","motor","vehicle",38,1.05487716691569
"MEN","color","gray",38,1.05487716691569
"MEN","blue","orange",38,1.05487716691569
"MEN","dawn","dusk",38,1.05487716691569
"MEN","building","downtown",38,1.05487716691569
"MEN","face","tears",38,1.05487716691569
"MEN","boat","harbor",38,1.05487716691569
"MEN","cattle","farm",38,1.05487716691569
"MEN","dripping","wet",38,1.05487716691569
"MEN","brown","green",38,1.05487716691569
"MEN","bedroom","ceiling",38,1.05487716691569
"MEN","bread","eat",38,1.05487716691569
"MEN","dinner","evening",38,1.05487716691569
"MEN","face","smile",38,1.05487716691569
"MEN","bride","dress",38,1.05487716691569
"MEN","stone","wall",38,1.05487716691569
"MEN","mural","painted",38,1.05487716691569
"MEN","foliage","plant",38,1.05487716691569
"MEN","day","dusk",38,1.05487716691569
"MEN","roof","wall",38,1.05487716691569
"MEN","cooking","food",38,1.05487716691569
"MEN","photography","portrait",38,1.05487716691569
"MEN","buds","foliage",38,1.05487716691569
"MEN","lily","pond",37,0.973647374037357
"MEN","harbor","shore",37,0.973647374037357
"MEN","palm","tree",37,0.973647374037357
"MEN","bus","subway",37,0.973647374037357
"MEN","holiday","travel",37,0.973647374037357
"MEN","skyline","view",37,0.973647374037357
"MEN","bedroom","cottage",37,0.973647374037357
"MEN","dinner","lunch",37,0.973647374037357
"MEN","grave","memorial",37,0.973647374037357
"MEN","dessert","sweet",37,0.973647374037357
"MEN","birds","insects",37,0.973647374037357
"MEN","concert","rock",37,0.973647374037357
"MEN","mushrooms","tomato",37,0.973647374037357
"MEN","metro","railway",37,0.973647374037357
"MEN","giraffe","zoo",37,0.973647374037357
"MEN","railway","subway",37,0.973647374037357
"MEN","misty","weather",37,0.973647374037357
"MEN","parrot","pelican",37,0.973647374037357
"MEN","bedroom","sleep",37,0.973647374037357
"MEN","autumn","summer",37,0.973647374037357
"MEN","automobile","truck",37,0.973647374037357
"MEN","amphibians","mammals",37,0.973647374037357
"MEN","cemetery","memorial",37,0.973647374037357
"MEN","orange","purple",37,0.973647374037357
"MEN","blue","color",37,0.973647374037357
"MEN","daffodils","rose",37,0.973647374037357
"MEN","berry","seed",37,0.973647374037357
"MEN","hummingbird","mallard",37,0.973647374037357
"MEN","dandelion","grass",37,0.973647374037357
"MEN","brick","concrete",37,0.973647374037357
"MEN","costumes","dress",37,0.973647374037357
"MEN","cloud","mist",37,0.973647374037357
"MEN","sea","tropical",37,0.973647374037357
"MEN","brown","gray",37,0.973647374037357
"MEN","bathroom","room",37,0.973647374037357
"MEN","daisy","plant",37,0.973647374037357
"MEN","painted","picture",37,0.973647374037357
"MEN","eyes","lips",37,0.973647374037357
"MEN","autumn","winter",37,0.973647374037357
"MEN","dripping","rain",37,0.973647374037357
"MEN","horizon","sky",37,0.973647374037357
"MEN","black","blue",37,0.973647374037357
